Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Internazionali BNL d'Italia,2022-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Karatsev A.,Djokovic N.,Djokovic N.,35,1,1173,8260,8.0,1.08,3-6 2-6
Internazionali BNL d'Italia,2022-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Shapovalov D.,Basilashvili N.,Shapovalov D.,16,25,2671,1618,1.57,2.37,6-4 7-6
Internazionali BNL d'Italia,2022-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Auger-Aliassime F.,Auger-Aliassime F.,29,9,1470,3760,2.1,1.72,6-4 6-7 2-6
Internazionali BNL d'Italia,2022-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Krajinovic F.,Rublev A.,Krajinovic F.,54,7,960,4115,5.0,1.16,6-2 6-4
Internazionali BNL d'Italia,2022-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,Ruud C.,Ruud C.,32,10,1319,3760,2.75,1.44,7-6 2-6 4-6
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Baez S.,Zverev A.,3,37,7020,1163,1.2,4.5,7-6 6-3
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Khachanov K.,Khachanov K.,18,24,2135,1620,1.5,2.62,4-6 6-2 1-6
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Isner J.,Nadal R.,4,27,6435,1571,1.1,7.0,6-3 6-1
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,De Minaur A.,De Minaur A.,34,22,1208,1691,2.2,1.66,5-7 4-6
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Dimitrov G.,Tsitsipas S.,5,20,5750,1830,1.22,4.33,6-3 5-7 7-6
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Schwartzman D.,Giron M.,Giron M.,15,59,2760,914,1.12,6.0,1-6 6-7
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Brooksby J.,Goffin D.,Brooksby J.,38,48,1117,1023,3.2,1.36,6-0 7-6
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Djere L.,Wawrinka S.,Wawrinka S.,58,361,931,119,1.36,3.2,6-7 6-3 4-6
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,Fognini F.,Sinner J.,13,56,3060,951,1.3,3.5,6-2 3-6 6-3
Internazionali BNL d'Italia,2022-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,Cilic M.,Cilic M.,11,23,3380,1650,1.61,2.3,7-5 2-6 1-6
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,De Minaur A.,Zverev A.,3,22,7020,1691,1.22,4.33,6-3 7-6
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Tsitsipas S.,Tsitsipas S.,24,5,1620,5750,4.5,1.2,6-4 0-6 3-6
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Auger-Aliassime F.,Giron M.,Auger-Aliassime F.,9,59,3760,914,1.16,5.0,6-3 6-2
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Krajinovic F.,Sinner J.,Sinner J.,54,13,960,3060,4.0,1.25,2-6 6-7
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Garin C.,Cilic M.,Garin C.,45,23,1033,1650,2.37,1.57,6-3 4-6 6-4
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Wawrinka S.,Djokovic N.,Djokovic N.,361,1,119,8260,9.0,1.07,2-6 2-6
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Brooksby J.,Ruud C.,10,38,3760,1117,1.22,4.33,6-3 6-4
Internazionali BNL d'Italia,2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Shapovalov D.,Shapovalov D.,4,16,6435,2671,1.16,5.0,6-1 5-7 2-6
Internazionali BNL d'Italia,2022-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Garin C.,Zverev A.,3,45,7020,1033,1.14,5.5,7-5 6-2
Internazionali BNL d'Italia,2022-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Tsitsipas S.,Tsitsipas S.,13,5,3060,5750,2.75,1.44,6-7 2-6
Internazionali BNL d'Italia,2022-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ruud C.,Shapovalov D.,Ruud C.,10,16,3760,2671,1.4,3.0,7-6 7-5
Internazionali BNL d'Italia,2022-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Auger-Aliassime F.,Djokovic N.,Djokovic N.,9,1,3760,8260,5.0,1.16,5-7 6-7
Internazionali BNL d'Italia,2022-05-14,Masters 1000,Outdoor,Clay,Semifinals,3,Tsitsipas S.,Zverev A.,Tsitsipas S.,5,3,5750,7020,1.61,2.3,4-6 6-3 6-3
Internazionali BNL d'Italia,2022-05-14,Masters 1000,Outdoor,Clay,Semifinals,3,Ruud C.,Djokovic N.,Djokovic N.,10,1,3760,8260,4.5,1.2,4-6 3-6
Internazionali BNL d'Italia,2022-05-15,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Tsitsipas S.,Djokovic N.,1,5,8260,5750,1.44,2.75,6-0 7-6
Geneva Open,2022-05-15,ATP250,Outdoor,Clay,1st Round,3,Paul T.,Griekspoor T.,Griekspoor T.,33,64,1218,912,1.66,2.2,5-7 7-6 4-6
Geneva Open,2022-05-15,ATP250,Outdoor,Clay,1st Round,3,Majchrzak K.,Bublik A.,Majchrzak K.,81,41,762,1083,1.61,2.3,6-1 6-7 6-3
Geneva Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Giron M.,Ivashka I.,Ivashka I.,49,50,1011,997,2.62,1.5,6-4 3-6 2-6
Geneva Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Berankis R.,Delbonis F.,62,101,919,645,1.28,3.75,6-4 6-4
Geneva Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Millman J.,Gasquet R.,Gasquet R.,93,75,698,808,2.37,1.57,3-6 1-6
Geneva Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,Thiem D.,Cecchinato M.,134,194,475,295,3.0,1.4,6-3 6-4
Geneva Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Ruusuvuori E.,Paire B.,Paire B.,61,67,920,889,1.4,3.0,5-7 7-5 4-6
Geneva Open,2022-05-17,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Andujar P.,Sousa J.,79,83,768,746,2.3,1.61,6-1 6-4
Geneva Open,2022-05-17,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,O Connell C.,O Connell C.,42,124,1071,502,1.57,2.37,6-7 4-6
Geneva Open,2022-05-17,ATP250,Outdoor,Clay,1st Round,3,Kokkinakis T.,Fognini F.,Kokkinakis T.,85,52,723,986,2.2,1.66,6-4 6-3
Geneva Open,2022-05-17,ATP250,Outdoor,Clay,1st Round,3,Riedi L.,Nikles J.,Nikles J.,301,317,162,156,1.66,2.2,7-5 6-7 5-7
Geneva Open,2022-05-17,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Medvedev D.,Gasquet R.,75,2,808,7980,3.0,1.4,6-2 7-6
Geneva Open,2022-05-17,ATP250,Outdoor,Clay,2nd Round,3,Cecchinato M.,Majchrzak K.,Majchrzak K.,134,81,475,762,2.3,1.61,2-6 3-6
Geneva Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Opelka R.,O Connell C.,Opelka R.,18,124,2090,502,1.8,2.0,6-3 7-5
Geneva Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,Sousa J.,Sousa J.,25,79,1653,768,1.44,2.75,4-6 3-6
Geneva Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Kokkinakis T.,Delbonis F.,Kokkinakis T.,85,62,723,919,1.61,2.3,1-6 7-5 7-5
Geneva Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Nikles J.,Griekspoor T.,Griekspoor T.,317,64,156,912,4.33,1.22,3-6 5-7
Geneva Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Paire B.,Ruud C.,8,67,3940,889,1.12,6.0,6-3 6-1
Geneva Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Shapovalov D.,Ivashka I.,Ivashka I.,15,50,2671,997,1.44,2.75,4-6 7-6 3-6
Geneva Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Opelka R.,Griekspoor T.,Opelka R.,18,64,2090,912,1.61,2.3,6-4 3-6 6-3
Geneva Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Kokkinakis T.,Ruud C.,Ruud C.,85,8,723,3940,4.5,1.2,4-6 6-7
Geneva Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Majchrzak K.,Gasquet R.,75,81,808,762,1.72,2.1,6-2 6-4
Geneva Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Ivashka I.,Sousa J.,Sousa J.,50,79,997,768,1.4,3.0,5-7 5-7
Geneva Open,2022-05-20,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Opelka R.,Ruud C.,8,18,3940,2090,1.25,4.0,7-6 7-5
Geneva Open,2022-05-20,ATP250,Outdoor,Clay,Semifinals,3,Gasquet R.,Sousa J.,Sousa J.,75,79,808,768,1.44,2.75,2-6 2-6
Geneva Open,2022-05-21,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Sousa J.,Ruud C.,8,79,3940,768,1.12,6.0,7-6 4-6 7-6
Lyon Open,2022-05-15,ATP250,Outdoor,Clay,1st Round,3,Duckworth J.,Cerundolo F.,Cerundolo F.,70,44,848,1041,6.0,1.12,2-6 6-3 3-6
Lyon Open,2022-05-15,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,Karatsev A.,Mannarino A.,73,39,838,1128,3.75,1.28,7-6 6-4
Lyon Open,2022-05-15,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Rune H.,Rune H.,65,40,907,1089,4.0,1.25,6-7 6-7
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Humbert U.,Barrere G.,Humbert U.,45,209,1034,269,1.5,2.62,6-3 6-4
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,Kwon S.W.,Kwon S.W.,175,71,336,848,2.75,1.44,6-4 6-7 0-6
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Otte O.,Pouille L.,Otte O.,60,163,935,360,1.5,2.62,6-3 6-1
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Watanuki Y.,Watanuki Y.,43,263,1070,199,1.12,6.0,7-6 4-6 2-6
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,Tsonga J.W.,Molcan A.,47,267,1029,191,1.2,4.5,6-4 6-4
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Baez S.,Baez S.,90,38,715,1149,4.5,1.2,2-6 1-6
Lyon Open,2022-05-16,ATP250,Outdoor,Clay,1st Round,3,Khachanov K.,Simon G.,Khachanov K.,24,159,1665,379,1.12,6.0,6-1 6-4
Lyon Open,2022-05-17,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Coria F.,Coria F.,54,59,970,937,1.72,2.1,3-6 6-3 3-6
Lyon Open,2022-05-17,ATP250,Outdoor,Clay,1st Round,3,Guinard M.,Gaston H.,Guinard M.,158,68,392,867,2.1,1.72,6-4 6-7 6-2
Lyon Open,2022-05-17,ATP250,Outdoor,Clay,2nd Round,3,Kwon S.W.,Watanuki Y.,Watanuki Y.,71,263,848,199,1.4,3.0,3-6 4-6
Lyon Open,2022-05-17,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Otte O.,Baez S.,38,60,1149,935,1.4,3.0,5-7 6-4 6-2
Lyon Open,2022-05-17,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Norrie C.,Norrie C.,44,11,1041,3355,3.0,1.4,4-6 4-6
Lyon Open,2022-05-17,ATP250,Outdoor,Clay,2nd Round,3,De Minaur A.,Humbert U.,De Minaur A.,21,45,1771,1034,1.36,3.2,1-6 6-3 6-2
Lyon Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Coria F.,Coria F.,17,59,2135,937,1.22,4.33,5-7 3-6
Lyon Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,Khachanov K.,Molcan A.,47,24,1029,1665,2.5,1.53,6-2 7-6
Lyon Open,2022-05-18,ATP250,Outdoor,Clay,2nd Round,3,Mannarino A.,Rune H.,Rune H.,73,40,838,1089,7.0,1.1,4-6 3-6
Lyon Open,2022-05-19,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,Coria F.,Molcan A.,47,59,1029,937,1.66,2.2,6-3 6-2
Lyon Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Mmoh M.,Guinard M.,Guinard M.,179,158,324,392,2.37,1.57,6-4 4-6 5-7
Lyon Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Rune H.,Guinard M.,Rune H.,40,158,1089,392,1.14,5.5,3-6 6-3 6-4
Lyon Open,2022-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Norrie C.,Norrie C.,38,11,1149,3355,1.72,2.1,4-6 6-4 5-7
Lyon Open,2022-05-20,ATP250,Outdoor,Clay,Semifinals,3,Molcan A.,De Minaur A.,Molcan A.,47,21,1029,1771,2.2,1.66,7-6 6-2
Lyon Open,2022-05-20,ATP250,Outdoor,Clay,Semifinals,3,Rune H.,Norrie C.,Norrie C.,40,11,1089,3355,2.37,1.57,2-6 7-5 4-6
Lyon Open,2022-05-21,ATP250,Outdoor,Clay,The Final,3,Norrie C.,Molcan A.,Norrie C.,11,47,3355,1029,1.61,2.3,6-3 6-7 6-1
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Dellien H.,Dellien H.,190,90,295,703,2.0,1.8,3-6 2-6 4-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Altmaier D.,Munar J.,87,53,710,970,1.4,3.0,6-1 6-3 4-6 6-3
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Taberner C.,Coric B.,Coric B.,85,279,720,183,1.9,1.9,6-3 2-6 3-6 1-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,Giron M.,Dimitrov G.,21,49,1740,1011,1.14,5.5,6-1 6-1 6-1
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,O Connell C.,Bedene A.,Bedene A.,117,195,524,291,1.28,3.75,2-6 4-6 7-6 1-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Schwartzman D.,Kuznetsov An.,Schwartzman D.,16,228,2505,237,1.07,9.0,6-3 1-6 6-4 6-2
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Daniel T.,Barrere G.,Barrere G.,115,210,527,269,1.3,3.5,6-3 2-6 6-0 3-6 4-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Van De Zandschulp B.,Kotov P.,Van De Zandschulp B.,29,141,1344,443,1.28,3.75,6-3 3-6 6-3 6-2
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Halys Q.,Isner J.,Isner J.,84,26,722,1616,2.62,1.5,6-7 6-4 6-7 6-7
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Auger-Aliassime F.,Varillas J. P.,Auger-Aliassime F.,9,122,3820,504,1.16,5.0,2-6 2-6 6-1 6-3 6-3
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Brooksby J.,Cuevas P.,Cuevas P.,34,149,1207,418,1.4,3.0,2-6 1-6 2-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Griekspoor T.,Davidovich Fokina A.,Griekspoor T.,58,28,949,1400,4.0,1.25,2-6 6-0 6-4 6-3
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Popyrin A.,Fognini F.,Fognini F.,102,51,616,976,2.62,1.5,4-6 5-7 4-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Borges N.,Khachanov K.,25,135,1620,467,1.28,3.75,6-3 2-6 6-4 6-4
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Kokkinakis T.,Ramos-Vinolas A.,Ramos-Vinolas A.,86,44,718,1058,1.8,2.0,4-6 6-4 4-6 6-7
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Ugo Carabelli C.,Karatsev A.,Ugo Carabelli C.,155,41,410,1128,2.2,1.66,6-3 4-6 6-4 3-6 7-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Ofner S.,Zverev A.,Zverev A.,219,3,255,7075,11.0,1.05,2-6 4-6 4-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Kubler J.,Kudla D.,Kubler J.,160,81,367,762,1.5,2.62,7-6 7-6 7-6
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Mmoh M.,Zapata Miralles B.,Zapata Miralles B.,176,131,330,475,4.0,1.25,6-7 3-6 5-7
French Open,2022-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Alcaraz C.,Londero J.I.,Alcaraz C.,6,142,4648,442,1.02,19.0,6-4 6-2 6-0
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Giannessi A.,Gojo B.,Gojo B.,173,223,334,249,2.1,1.72,4-6 7-6 7-6 6-7 4-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Krajinovic F.,Opelka R.,Krajinovic F.,55,17,965,2180,2.2,1.66,7-6 6-2 6-3
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Rodriguez Taverna S.,Fritz T.,Fritz T.,201,14,287,2920,6.0,1.12,6-7 6-3 3-6 6-4 4-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Baez S.,Lajovic D.,Baez S.,36,64,1178,896,1.33,3.4,6-3 3-6 6-4 6-3
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Majchrzak K.,Nakashima B.,Nakashima B.,79,75,775,827,1.8,2.0,4-6 6-2 6-4 6-7 2-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Basilashvili N.,Cressy M.,Basilashvili N.,24,62,1628,914,1.3,3.5,3-6 2-6 7-6 6-4 6-4
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Guinard M.,Norrie C.,Norrie C.,146,11,429,3455,8.0,1.08,5-7 2-6 0-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Moutet C.,Wawrinka S.,Moutet C.,139,264,451,204,2.3,1.61,2-6 6-3 7-6 6-3
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo F.,Evans D.,Evans D.,45,32,1051,1232,1.8,2.0,6-7 4-6 4-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Thompson J.,Nadal R.,5,82,5525,748,1.01,23.0,6-2 6-2 6-2
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Agamenone F.,Mcdonald M.,Mcdonald M.,156,60,407,941,2.3,1.61,6-1 2-6 3-6 6-7
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Kecmanovic M.,Etcheverry T.,Kecmanovic M.,31,88,1316,710,1.11,6.5,6-3 7-5 6-3
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Gombos N.,Cachin P.,Cachin P.,112,153,551,412,2.75,1.44,1-6 6-3 2-6 3-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Fucsovics M.,Blancaneaux G.,Fucsovics M.,57,191,955,295,1.33,3.4,6-2 6-4 6-4
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Duckworth J.,Ymer M.,Ymer M.,72,95,848,672,3.4,1.33,2-6 4-6 2-6
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Cilic M.,Balazs A.,Cilic M.,23,262,1695,207,1.06,10.0,6-0 6-1 6-2
French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Nishioka Y.,Djokovic N.,Djokovic N.,99,1,654,8660,26.0,1.01,3-6 1-6 0-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Sousa J.,Tseng C. H.,Sousa J.,63,109,906,565,1.8,2.0,6-7 6-1 4-6 6-1 6-4
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Shapovalov D.,Rune H.,Rune H.,15,40,2531,1159,1.8,2.0,3-6 1-6 6-7
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Ruusuvuori E.,Humbert U.,Ruusuvuori E.,61,46,920,1044,1.66,2.2,6-2 2-6 6-7 6-4 6-2
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Bagnis F.,Medvedev D.,Medvedev D.,103,2,600,7980,7.0,1.1,2-6 2-6 2-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Djere L.,Berankis R.,Djere L.,56,101,956,645,1.12,6.0,6-4 6-4 6-4
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Millman J.,Korda S.,Korda S.,91,30,693,1326,5.5,1.14,1-6 5-7 6-7
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Bublik A.,Rinderknech A.,Bublik A.,42,68,1083,862,2.5,1.53,6-2 6-4 6-4
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Coria F.,Molcan A.,Molcan A.,54,38,967,1163,2.75,1.44,3-6 4-6 6-3 3-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Harris L.,Gasquet R.,70,39,853,1160,1.5,2.62,6-1 6-3 6-4
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Garin C.,Garin C.,33,37,1218,1168,2.3,1.61,7-5 1-6 2-6 3-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Lehecka J.,Goffin D.,48,77,1023,801,1.36,3.2,6-4 4-6 6-4 6-4
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Tsonga J.W.,Ruud C.,Ruud C.,297,8,168,3940,15.0,1.03,7-6 6-7 2-6 6-7
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Ivashka I.,Paire B.,Ivashka I.,50,78,1010,784,1.5,2.62,6-3 7-5 1-6 7-5
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Martinez P.,Laaksonen H.,Laaksonen H.,43,96,1070,668,1.25,4.0,6-2 4-6 4-6 6-7
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Kwon S.W.,Rublev A.,7,71,3945,852,1.08,8.0,6-7 6-3 6-2 6-4
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Gojowczyk P.,Sonego L.,Sonego L.,94,35,672,1190,8.0,1.08,2-6 2-6 1-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Delbonis F.,Mannarino A.,Delbonis F.,65,69,894,858,1.36,3.2,6-1 7-6 6-2
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Bonzi B.,Tiafoe F.,Tiafoe F.,52,27,971,1599,2.5,1.53,5-7 5-7 6-7
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Gaston H.,De Minaur A.,Gaston H.,74,20,828,1838,4.5,1.2,4-6 6-2 6-3 0-6 7-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Otte O.,Carballes Baena R.,Carballes Baena R.,59,89,947,704,1.66,2.2,6-7 1-6 6-3 6-2 3-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Cecchinato M.,Andujar P.,Cecchinato M.,132,98,475,656,1.9,1.9,4-6 4-6 6-0 7-5 6-0
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Zeppieri G.,Hurkacz H.,Hurkacz H.,216,13,260,3095,6.0,1.12,5-7 2-6 5-7
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Fratangelo B.,Sinner J.,12,186,3185,307,1.06,10.0,6-3 6-2 6-3
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Pouille L.,Kolar Z.,Kolar Z.,162,134,360,468,1.9,1.9,3-6 6-4 5-7 4-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,Vesely J.,Johnson S.,92,73,689,847,2.3,1.61,6-7 7-6 6-3 6-2
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Musetti L.,Tsitsipas S.,Tsitsipas S.,66,4,867,5965,7.0,1.1,7-5 6-4 2-6 3-6 2-6
French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Simon G.,Carreno Busta P.,Simon G.,158,18,391,2135,13.0,1.04,6-4 6-4 4-6 1-6 6-4
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Dellien H.,Khachanov K.,Khachanov K.,90,25,703,1620,2.75,1.44,6-4 4-6 6-7 3-6
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Auger-Aliassime F.,Ugo Carabelli C.,Auger-Aliassime F.,9,155,3820,410,1.1,7.0,6-0 6-3 6-4
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Barrere G.,Isner J.,Isner J.,210,26,269,1616,4.0,1.25,4-6 4-6 6-3 6-7
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Bedene A.,Cuevas P.,Bedene A.,195,149,291,418,2.5,1.53,4-6 6-4 7-6 6-4
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Kubler J.,Norrie C.,Norrie C.,160,11,367,3455,8.0,1.08,3-6 4-6 3-6
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Zapata Miralles B.,Fritz T.,Zapata Miralles B.,131,14,475,2920,2.75,1.44,3-6 6-2 6-2 6-3
French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Gojo B.,Krajinovic F.,Krajinovic F.,223,55,249,965,5.0,1.16,6-7 2-6 7-5 1-6
